item_id,order_id,product_id,quantity,price
357,151,17,2,1162
358,151,1,1,1915
359,151,14,1,1934
360,151,16,3,1299
361,152,13,1,1516
362,152,12,3,1227
363,152,18,1,1600
364,153,20,1,858
365,153,16,1,1299
366,153,3,1,1411
367,154,5,3,1786
368,154,20,2,858
369,155,17,2,1162
370,155,18,1,1600
371,156,15,3,345
372,156,13,3,1516
373,156,14,2,1934
374,156,5,3,1786
375,157,3,2,1411
376,157,17,3,1162
377,157,2,1,725
378,158,17,1,1162
379,158,19,2,1805
380,159,7,3,1762
381,159,18,3,1600
382,159,13,3,1516
383,160,9,3,589
384,160,17,3,1162
385,161,16,2,1299
386,161,8,1,254
387,161,12,2,1227
388,162,5,1,1786
389,163,20,1,858
390,164,3,3,1411
391,164,6,2,1061
392,164,13,3,1516
393,165,12,3,1227
394,166,17,3,1162
395,166,3,1,1411
396,166,2,2,725
397,166,18,1,1600
398,167,17,3,1162
399,167,7,1,1762
400,168,17,3,1162
401,168,20,3,858
402,168,10,1,1509
403,169,6,3,1061
404,169,18,2,1600
405,169,10,3,1509
406,170,19,2,1805
407,170,11,1,884
408,170,2,2,725
409,170,8,3,254
410,171,10,2,1509
411,172,6,3,1061
412,172,8,2,254
413,173,17,1,1162
414,173,6,2,1061
415,173,4,1,953
416,174,6,2,1061
417,174,4,1,953
418,175,14,1,1934
419,175,2,3,725
420,175,7,3,1762
421,176,12,3,1227
422,176,19,1,1805
423,177,1,3,1915
424,178,3,3,1411
425,178,5,2,1786
426,178,10,1,1509
427,178,7,3,1762
428,179,17,2,1162
429,180,5,2,1786
430,180,20,2,858
431,181,12,3,1227
432,181,8,3,254
433,181,9,2,589
434,181,18,2,1600
435,182,11,3,884
436,183,10,3,1509
437,184,18,3,1600
438,185,2,2,725
439,185,8,2,254
440,186,10,2,1509
441,187,4,1,953
442,187,13,3,1516
443,187,14,2,1934
444,188,12,1,1227
445,188,5,1,1786
446,189,7,2,1762
447,189,14,2,1934
448,190,6,1,1061
449,190,18,3,1600
450,190,12,3,1227
451,191,16,2,1299
452,192,19,1,1805
453,192,1,1,1915
454,192,4,1,953
455,192,2,1,725
456,193,16,1,1299
457,193,1,1,1915
458,194,12,1,1227
459,194,11,2,884
460,194,15,1,345
461,195,11,1,884
462,195,13,2,1516
463,195,8,3,254
464,195,17,1,1162
465,196,1,1,1915
466,197,9,2,589
467,197,18,1,1600
468,198,14,1,1934
469,199,11,2,884
470,199,18,3,1600
471,199,9,1,589
472,200,5,2,1786
473,200,17,2,1162
474,200,7,3,1762
475,201,4,1,953
476,201,15,1,345
477,201,3,3,1411
478,202,14,1,1934
479,202,15,3,345
480,202,9,2,589
481,203,16,2,1299
482,204,4,2,953
483,204,11,3,884
484,204,5,3,1786
485,204,1,1,1915
486,205,19,2,1805
487,205,6,3,1061
488,205,14,2,1934
489,206,7,3,1762
490,207,11,2,884
491,207,12,1,1227
492,208,14,3,1934
493,209,16,1,1299
494,209,4,1,953
495,209,14,2,1934
496,210,10,2,1509
497,210,11,1,884
498,211,13,3,1516
499,211,19,3,1805
500,211,10,3,1509
501,212,13,2,1516
502,212,14,1,1934
503,212,19,2,1805
504,212,9,1,589
505,213,16,2,1299
506,213,6,2,1061
507,214,1,2,1915
508,214,9,1,589
509,215,7,2,1762
510,216,6,3,1061
511,216,4,3,953
512,216,5,2,1786
513,216,8,1,254
514,217,8,3,254
515,217,11,3,884
516,217,20,3,858
517,217,5,1,1786
518,218,16,3,1299
519,219,3,3,1411
520,219,11,1,884
521,219,1,3,1915
522,220,2,3,725
523,221,8,2,254
524,221,3,1,1411
525,221,20,3,858
526,221,1,3,1915
527,222,5,1,1786
528,222,12,3,1227
529,223,8,3,254
530,223,20,3,858
531,224,6,2,1061
532,225,16,3,1299
533,225,20,1,858
534,225,14,3,1934
535,225,6,3,1061
536,226,13,1,1516
537,226,7,2,1762
538,227,5,3,1786
539,228,1,2,1915
540,228,3,2,1411
541,228,11,2,884
542,228,10,1,1509
543,229,19,3,1805
544,229,12,2,1227
545,229,17,1,1162
546,229,10,3,1509
547,230,13,3,1516
548,230,14,1,1934
549,231,10,3,1509
550,231,18,1,1600
551,231,1,3,1915
552,231,20,3,858
553,232,8,3,254
554,232,9,3,589
555,232,20,1,858
556,233,16,2,1299
557,233,1,2,1915
558,233,19,3,1805
559,234,18,1,1600
560,234,5,3,1786
561,235,2,1,725
562,235,19,1,1805
563,235,1,2,1915
564,235,14,2,1934
565,236,13,2,1516
566,237,5,2,1786
567,238,12,2,1227
568,238,11,1,884
569,238,8,3,254
570,238,5,2,1786
571,239,5,2,1786
572,239,19,1,1805
573,240,16,1,1299
574,240,8,3,254
575,240,17,3,1162
576,240,12,1,1227
577,241,7,3,1762
578,242,10,2,1509
579,242,18,1,1600
580,242,17,3,1162
581,243,14,3,1934
582,243,20,3,858
583,243,10,3,1509
584,244,4,3,953
585,245,20,3,858
586,245,2,1,725
587,246,3,2,1411
588,246,10,1,1509
589,246,11,1,884
590,247,20,2,858
591,247,19,3,1805
592,248,17,2,1162
593,248,11,2,884
594,248,14,3,1934
595,248,13,2,1516
596,249,6,3,1061
597,249,16,3,1299
598,250,15,2,345
599,250,13,2,1516
600,250,6,3,1061
601,251,2,3,725
602,251,15,3,345
603,251,17,2,1162
604,251,4,1,953
605,252,5,1,1786
606,252,20,1,858
607,252,6,1,1061
608,253,3,1,1411
609,254,12,1,1227
610,255,5,3,1786
611,255,15,1,345
612,255,19,2,1805
613,256,7,2,1762
614,256,4,1,953
615,256,1,1,1915
616,256,20,3,858
617,257,6,1,1061
618,257,17,2,1162
619,257,19,1,1805
620,258,12,3,1227
621,258,6,2,1061
622,259,15,2,345
623,259,16,3,1299
624,260,2,2,725
625,260,12,1,1227
626,261,18,2,1600
627,261,16,2,1299
628,261,11,1,884
629,262,1,2,1915
630,262,16,3,1299
631,263,5,3,1786
632,263,10,1,1509
633,263,2,3,725
634,264,13,1,1516
635,264,14,1,1934
636,264,8,3,254
637,265,13,1,1516
638,265,9,2,589
639,265,12,1,1227
640,266,8,1,254
641,267,6,1,1061
642,267,8,3,254
643,268,19,3,1805
644,269,12,1,1227
645,270,4,2,953
646,271,15,3,345
647,271,10,2,1509
648,272,8,3,254
649,272,12,2,1227
650,272,13,2,1516
651,272,2,3,725
652,273,16,1,1299
653,273,5,1,1786
654,274,17,1,1162
655,274,20,3,858
656,275,17,1,1162
657,275,12,1,1227
658,275,6,2,1061
659,275,9,3,589
660,276,2,2,725
661,277,11,3,884
662,277,5,3,1786
663,277,18,1,1600
664,278,12,3,1227
665,279,11,2,884
666,279,10,1,1509
667,280,7,2,1762
668,281,8,1,254
669,281,15,1,345
670,281,6,3,1061
671,282,13,3,1516
672,282,20,1,858
673,282,11,3,884
674,283,10,3,1509
675,283,15,1,345
676,284,5,1,1786
677,284,12,1,1227
678,285,14,2,1934
679,285,11,3,884
680,286,17,1,1162
681,286,9,3,589
682,287,4,2,953
683,287,14,1,1934
684,287,16,3,1299
685,288,4,2,953
686,288,13,1,1516
687,288,5,2,1786
688,289,14,1,1934
689,289,16,2,1299
690,290,9,1,589
691,291,15,1,345
692,292,8,1,254
693,292,5,3,1786
694,293,14,1,1934
695,293,9,2,589
696,293,11,1,884
697,293,20,2,858
698,294,15,2,345
699,294,13,1,1516
700,294,7,2,1762
701,295,1,2,1915
702,296,4,1,953
703,297,9,1,589
704,298,3,1,1411
705,298,10,1,1509
706,298,6,1,1061
707,299,19,3,1805
708,299,15,2,345
709,300,17,1,1162
710,300,16,1,1299
711,300,11,1,884
